[01:52:12]	matt saton has connected.
[01:53:15]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[01:53:17]	CCA.C17-GRID.i3.69192 has taken 111 damage from worldspawn.
[01:53:17]	worldspawn has killed CCA.C17-GRID.i3.69192.
[01:53:36]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[01:56:21]	CCA.C17-GRID.i3.69192 has killed CCA.C17-GRID.i3.69192.
[01:57:17]	CCA.C17-GRID.i3.69192 entered observer.
[01:57:50]	CCA.C17-GRID.i3.69192 exited observer at their location.
[01:57:51]	CCA.C17-GRID.i3.69192 entered observer.
[01:59:25]	CCA.C17-GRID.i3.69192 exited observer at their location.
[01:59:57]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:01]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:07]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:09]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:10]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:12]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[02:00:14]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:16]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:17]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:28]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:32]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:37]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:39]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:40]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:41]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:00:55]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:00]	CCA.C17-GRID.i3.69192 entered observer.
[02:01:17]	CCA.C17-GRID.i3.69192 exited observer at their location.
[02:01:22]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:27]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:28]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:39]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:42]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:43]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:44]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:01:56]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:02:00]	CCA.C17-GRID.i3.69192 has taken 56 damage from CCA.C17-GRID.i3.69192.
[02:02:01]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:03:14]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[02:05:12]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[02:06:18]	CCA.C17-GRID.i3.69192 entered observer.
