[18:31:17]	matt saton has connected.
[18:31:31]	Michλel's World has connected.
[18:31:41]	FB|| light ROOM has connected.
[18:32:00]	matt saton loaded the character 'Ryan Marnett'
[18:32:02]	Ryan Marnett entered observer.
[18:32:09]	Michλel's World (STEAM_0:1:75161355) has disconnected.
[18:32:11]	matt saton loaded the character 'Cave Johnson'
[18:32:12]	Cave Johnson entered observer.
[18:32:24]	Cave Johnson exited observer at their location.
[18:32:28]	Cave Johnson entered observer.
[18:32:28]	Cave Johnson exited observer at their location.
[18:32:59]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected (timed out).
[18:33:07]	Cave Johnson entered observer.
[18:33:14]	Cave Johnson exited observer at their location.
[18:33:14]	Cave Johnson entered observer.
[18:33:15]	Cave Johnson used command '/ToggleRaise'.
[18:33:16]	Cave Johnson used command '/ToggleRaise'.
[18:33:20]	Cave Johnson exited observer at their location.
[18:33:21]	Cave Johnson entered observer.
[18:33:22]	Cave Johnson used command '/ToggleRaise'.
[18:33:22]	Cave Johnson exited observer at their location.
[18:33:23]	Cave Johnson entered observer.
[18:33:24]	Cave Johnson exited observer at their location.
[18:33:28]	Michλel's World has connected.
[18:33:44]	Cave Johnson entered observer.
[18:33:45]	Cave Johnson used command '/ToggleRaise'.
[18:33:49]	Michλel's World loaded the character 'Michael J. Samson'
[18:34:14]	Michλel's World (STEAM_0:1:75161355) has disconnected.
[18:34:16]	[OOC] Cave Johnson: f
[18:34:34]	Cave Johnson exited observer at their location.
[18:34:47]	Cave Johnson entered observer.
[18:34:48]	Cave Johnson exited observer at their location.
[18:34:49]	Cave Johnson entered observer.
[18:34:51]	Cave Johnson exited observer at their location.
[18:34:51]	Cave Johnson entered observer.
[18:34:54]	Cave Johnson exited observer at their location.
[18:34:59]	Cave Johnson entered observer.
[18:35:01]	Cave Johnson exited observer at their location.
[18:35:01]	Cave Johnson entered observer.
[18:35:02]	Cave Johnson exited observer at their location.
[18:35:03]	Cave Johnson entered observer.
[18:35:04]	Cave Johnson exited observer at their location.
[18:35:05]	Cave Johnson entered observer.
[18:35:06]	Cave Johnson exited observer at their location.
[18:35:07]	GamingTheGames has connected.
[18:35:14]	Cave Johnson entered observer.
[18:35:14]	Cave Johnson exited observer at their location.
[18:35:15]	Cave Johnson entered observer.
[18:35:15]	Cave Johnson exited observer at their location.
[18:35:18]	Cave Johnson entered observer.
[18:35:28]	Cave Johnson exited observer at their location.
[18:35:44]	Cave Johnson entered observer.
[18:36:06]	FB|| light ROOM has connected.
[18:36:09]	Cave Johnson used command '/PlyTransfer cave admin'.
[18:36:18]	Cave Johnson used command '/CharSetModel cave models/lenoax/cavejohnson_pm.mdl'.
[18:36:23]	Michλel's World has connected.
[18:36:40]	Methfred has connected.
[18:36:41]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[18:36:45]	Michλel's World (STEAM_0:1:75161355) has disconnected.
[18:36:49]	[OOC] CCA.C17-UNION.SqL.72633: yo
[18:37:32]	[OOC] CCA.C17-UNION.SqL.72633: Assuming it's OOC hours until everyone involved joins.
[18:37:38]	[OOC] Cave Johnson: affirmative
[18:37:41]	GamingTheGames created the character 'Derrek Thornberry'
[18:37:41]	Derrek Thornberry has gained a 'Suitcase' #39837.
[18:37:41]	Derrek Thornberry has gained a 'Relocation Coupon' #39838.
[18:37:41]	GamingTheGames loaded the character 'Derrek Thornberry'
[18:37:48]	[OOC] Cave Johnson: Welcome to the server, Derrek!
[18:37:53]	[OOC] Cave Johnson: Do you need the content?
[18:37:53]	[OOC] Derrek Thornberry: Ello
[18:37:55]	[OOC] Derrek Thornberry: no
[18:38:04]	[OOC] CCA.C17-UNION.SqL.72633: i'll hop on a lower ranking char and assist him
[18:38:12]	FB|| light ROOM loaded the character 'CCA.C17-UNION.i2.95912'
[18:38:13]	Methfred loaded the character 'Alfred Langenberg'
[18:38:14]	[OOC] Cave Johnson: Epic, we'll have our UNION here print you an ID, hold tight.
[18:38:18]	[OOC] Alfred Langenberg: buhbong
[18:38:28]	Alfred Langenberg ran 'EquipUn' on item 'Blue and White Coat' (#37000)
[18:38:29]	[OOC] Cave Johnson: Epic, we'll have our UNION here print you an ID, hold tight.
[18:38:33]	DRD has connected.
[18:38:35]	Cave Johnson exited observer at their location.
[18:38:37]	Cave Johnson entered observer.
[18:38:38]	Cave Johnson exited observer at their location.
[18:38:42]	Cave Johnson entered observer.
[18:38:42]	Cave Johnson exited observer at their location.
[18:38:44]	Alfred Langenberg ran 'Equip' on item 'Blue and White Coat' (#37000)
[18:38:45]	Alfred Langenberg ran 'EquipUn' on item 'Blue and White Coat' (#37000)
[18:38:48]	Alfred Langenberg ran 'EquipUn' on item 'Yellow Loyalist Armband' (#37637)
[18:38:49]	Alfred Langenberg ran 'Equip' on item 'Yellow Loyalist Armband' (#37637)
[18:39:06]	Cave Johnson entered observer.
[18:39:29]	Cave Johnson exited observer at their location.
[18:39:29]	Cave Johnson entered observer.
[18:39:40]	Derrek Thornberry used command '/Apply'.
