[13:17:00]	matt saton has connected.
[13:17:56]	Nums has connected.
[13:18:32]	Nums loaded the character 'Finan O'Conall'
[13:18:54]	Finan O'Conall ran 'EquipUn' on item 'Axe' (#28822)
[13:18:55]	Finan O'Conall ran 'Equip' on item 'Crowbar' (#27910)
[13:19:41]	Finan O'Conall opened the 'Crate' #2778 container.
[13:19:51]	Finan O'Conall has gained a 'Metal Gas Can' #28974.
[13:19:52]	Finan O'Conall closed the 'Crate' #2778 container.
[13:19:56]	Finan O'Conall opened the 'Crate' #2778 container.
[13:20:02]	Finan O'Conall has gained a 'Weapon Parts' #28961.
[13:20:06]	Finan O'Conall closed the 'Crate' #2778 container.
[13:20:14]	Finan O'Conall has taken 10 damage from npc_poisonzombie.
[13:20:22]	Finan O'Conall destroyed a 'Wires' #30485.
[13:20:35]	Finan O'Conall has gained 20 tokens.
[13:20:49]	Finan O'Conall has taken 10 damage from npc_zombie.
[13:21:15]	Finan O'Conall has taken 10 damage from npc_zombine.
[13:21:18]	Finan O'Conall has taken 10 damage from npc_zombine.
[13:21:20]	npc_grenade_frag destroyed a '12-Gauge Shells' #30621.
[13:21:58]	Finan O'Conall destroyed a 'Wires' #30488.
[13:21:59]	Finan O'Conall destroyed a 'Empty Paint Can' #30440.
[13:22:01]	Finan O'Conall has taken 5 damage from npc_headcrab.
[13:22:09]	Finan O'Conall destroyed a 'Green Citizen Suit' #30128.
[13:22:14]	Finan O'Conall destroyed a 'Empty Soda Bottle' #30622.
[13:22:20]	Finan O'Conall destroyed a 'Circuit Board' #30057.
[13:22:31]	Finan O'Conall destroyed a 'Cloth Scrap' #30622.
[13:22:45]	Finan O'Conall destroyed a 'Empty Chinese Takeout' #30590.
[13:22:46]	Finan O'Conall destroyed a 'Empty Bleach Bottle' #30598.
[13:23:00]	SEXMASTER has connected.
[13:23:38]	Finan O'Conall destroyed a 'Rubber Tire' #30206.
[13:23:40]	Finan O'Conall destroyed a 'Scrap Plastic' #30603.
[13:23:45]	SEXMASTER loaded the character 'Marti Verdugo'
[13:23:49]	Finan O'Conall destroyed a 'Scrap Electronics' #30602.
[13:23:50]	Finan O'Conall destroyed a 'Scrap Electronics' #30601.
[13:26:16]	Finan O'Conall opened the 'Crate' #2778 container.
[13:26:25]	Finan O'Conall closed the 'Crate' #2778 container.
[13:26:31]	Finan O'Conall ran 'drop' on item 'Metal Gas Can' (#28974)
[13:26:31]	Finan O'Conall has lost a 'Metal Gas Can' #28974.
[13:26:36]	Finan O'Conall opened the 'Crate' #2778 container.
[13:26:43]	Finan O'Conall has gained a 'Gunpowder' #28971.
[13:26:55]	Finan O'Conall has gained a 'AI-2 Medikit' #29607.
[13:27:03]	Marti Verdugo used the 'Shopkeeper Jim' vendor.
[13:27:05]	Finan O'Conall ran 'AHealSelf' on item 'AI-2 Medikit' (#29607)
[13:27:14]	Finan O'Conall has gained a 'Box of Matches' #29632.
[13:27:23]	Finan O'Conall ran 'EquipUn' on item 'Crowbar' (#27910)
[13:27:29]	Finan O'Conall has gained a 'Wires' #29437.
[13:27:38]	Finan O'Conall has gained a 'Axe' #28822.
[13:27:53]	Finan O'Conall ran 'Equip' on item 'Axe' (#28822)
[13:27:55]	Finan O'Conall closed the 'Crate' #2778 container.
[13:27:57]	Finan O'Conall ran 'take' on item 'Metal Gas Can' (#29185)
[13:27:57]	Finan O'Conall has gained a 'Metal Gas Can' #29185.
[13:28:01]	Finan O'Conall ran 'take' on item 'Metal Gas Can' (#28974)
[13:28:01]	Finan O'Conall has gained a 'Metal Gas Can' #28974.
[13:28:37]	Painevan has connected.
[13:29:18]	Nums loaded the character 'CCA.C17-UNION.i5.77460'
[13:29:19]	Marti Verdugo ran 'View' on item 'Paper' (#28729)
[13:29:33]	CCA.C17-UNION.i5.77460 opened the 'File Cabinet' #2366 container.
[13:29:35]	CCA.C17-UNION.i5.77460 closed the 'File Cabinet' #2366 container.
[13:30:39]	Painevan loaded the character 'Jonathan Jackson'
[13:30:53]	[ME] Marti Verdugo: approaches the work desk, cracking his knuckles. He is here either for work, or for sex (as his name implies), and he will get either if he so wishes to.
[13:30:58]	[OOC] Jonathan Jackson: What happened to Q
[13:31:04]	[OOC] Marti Verdugo: dead. i killed him.
[13:31:12]	[OOC] Jonathan Jackson: Easy
[13:33:10]	Jonathan Jackson opened the 'Crate' #2706 container.
[13:33:15]	Jonathan Jackson has gained a 'Crowbar' #23643.
[13:33:19]	Jonathan Jackson has gained a 'Green Citizen Suit' #28351.
[13:33:24]	Jonathan Jackson closed the 'Crate' #2706 container.
[13:33:31]	[ME] Marti Verdugo: picks up a variety of trash, placing garbage-bags inside the actual trash can, where it fucking belongs.
[13:34:17]	Jonathan Jackson opened the 'Crate' #2705 container.
[13:34:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[13:34:20]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29473.
[13:34:22]	Jonathan Jackson closed the 'Crate' #2705 container.
[13:34:25]	[OOC] Marti Verdugo: The true citizen knows that picking up trash with your bare hands is the greatest honor.
[13:34:32]	Jonathan Jackson ran 'Consume' on item 'Sparkling Consulate Water' (#29473)
[13:34:36]	Jonathan Jackson opened the 'Crate' #2706 container.
[13:34:37]	[LOOC] Marti Verdugo: >feminine build
[13:34:38]	Jonathan Jackson closed the 'Crate' #2706 container.
[13:34:42]	[ME] CCA.C17-UNION.i5.77460: reaches under the desk and places a large metal basket on the desk.
[13:34:43]	[OOC] Jonathan Jackson: no way
[13:34:43]	[LOOC] Marti Verdugo: :troll:
[13:35:14]	Jonathan Jackson opened the 'Crate' #2726 container.
[13:35:17]	Jonathan Jackson has gained a 'Consulate Water' #29459.
[13:35:19]	Jonathan Jackson has gained a 'Consulate Water' #29465.
[13:35:22]	Jonathan Jackson has gained a 'Standard Grade Supplements (Onion Flavor)' #29464.
[13:35:25]	Jonathan Jackson has gained a 'Standard Grade Supplements (Water Flavor)' #29458.
[13:35:30]	Jonathan Jackson closed the 'Crate' #2726 container.
[13:35:34]	Jonathan Jackson ran 'Consume' on item 'Standard Grade Supplements (Water Flavor)' (#29458)
[13:35:38]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29465)
[13:35:39]	[ME] Marti Verdugo: blinks twice- of course underneath his mask. He simply dumps the variety of trash he collected, mostly cardboard and red-party cups for some reason, and plops it into the metal basket. 
[13:35:39]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29459)
[13:35:40]	Jonathan Jackson opened the 'Crate' #2726 container.
[13:35:45]	Jonathan Jackson has gained a 'Standard Grade Food Product (Milk Flavor)' #29457.
[13:35:47]	Jonathan Jackson ran 'Consume' on item 'Standard Grade Food Product (Milk Flavor)' (#29457)
[13:35:53]	Marti Verdugo ran 'equip' on item 'Citizen Filter' (#30614)
[13:35:59]	Jonathan Jackson closed the 'Crate' #2726 container.
[13:36:17]	[OOC] Jonathan Jackson: I will do cool RP after I LOOTRP
[13:36:23]	[ME] CCA.C17-UNION.i5.77460: would take the basket and return it to its previous position under the table.
[13:36:25]	[OOC] Marti Verdugo: loot this ick lmfaooo
[13:36:36]	Jonathan Jackson ran 'Equip' on item 'Crowbar' (#23643)
[13:36:37]	Jonathan Jackson ran 'Equip' on item 'Green Citizen Suit' (#28351)
[13:36:44]	[LOOC] Marti Verdugo: No. *leaves*
[13:36:50]	CCA.C17-UNION.i5.77460 used command '/ViewData marti'.
[13:37:12]	[ME] Marti Verdugo: pulls out his wallet, pulling out his CID and reading out his numbers. "15130."
[13:37:53]	Jonathan Jackson opened the 'Crate' #235 container.
[13:37:59]	Jonathan Jackson closed the 'Crate' #235 container.
[13:38:05]	[ME] CCA.C17-UNION.i5.77460: eyes flash a brighter blue one time. She looks up from the PDA with the citizens information sprawled out over it. "One point added."
[13:38:10]	[LOOC] Marti Verdugo: SHE?
[13:38:24]	[LOOC] CCA.C17-UNION.i5.77460: Feminine build?
[13:38:31]	[LOOC] CCA.C17-UNION.i5.77460: What did you expect?
[13:38:42]	[ME] Marti Verdugo: holds in a sneeze as he places his CID into his wallet, stuffing it into one of the many pockets in his suit.
[13:39:01]	[LOOC] Marti Verdugo: uh, some ambiguity? now I know I can rape you to death
[13:39:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[13:39:18]	[LOOC] CCA.C17-UNION.i5.77460: Sounds super impressive
[13:40:25]	[LOOC] Marti Verdugo: im crouching to see if your talking because this fucking fence piece is blocking where it says people are talking/typing/whatever
[13:40:30]	[ME] CCA.C17-UNION.i5.77460: unclips her stun baton and turns to run off.
[13:40:35]	[Y] Marti Verdugo: Coward.
[13:41:07]	Jonathan Jackson has taken 5 damage from npc_headcrab.
[13:41:57]	Marti Verdugo ran 'View' on item 'Paper' (#26870)
[13:42:21]	Jonathan Jackson has gained 20 tokens.
[13:42:43]	Marti Verdugo ran 'View' on item 'Notepad' (#29496)
[13:42:58]	Jonathan Jackson ran 'take' on item 'Padlock' (#30629)
[13:42:58]	Jonathan Jackson has gained a 'Padlock' #30629.
[13:43:34]	Jonathan Jackson opened the 'Crate' #243 container.
[13:43:40]	Jonathan Jackson closed the 'Crate' #243 container.
[13:44:05]	[OOC] Marti Verdugo: time to afk until people join
[13:44:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[13:44:30]	[OOC] Jonathan Jackson: k
[13:45:35]	Jonathan Jackson has gained 20 tokens.
[13:45:56]	[OOC] Jonathan Jackson: why does the beach exist when it does nothing?
[13:46:04]	[OOC] Jonathan Jackson: There is nothing there except death
[13:46:27]	Jonathan Jackson ran 'EquipUn' on item 'Crowbar' (#23643)
[13:47:37]	Jonathan Jackson ran 'EquipUn' on item 'Green Citizen Suit' (#28351)
[13:48:02]	Jonathan Jackson opened the 'Crate' #2706 container.
[13:48:09]	Jonathan Jackson closed the 'Crate' #2706 container.
[13:48:13]	Jonathan Jackson opened the 'Crate' #2726 container.
[13:48:16]	Jonathan Jackson has gained a 'Gray Jeans' #29252.
[13:48:17]	Jonathan Jackson ran 'EquipUn' on item 'Blue Pre-War Shirt' (#24423)
[13:48:20]	Jonathan Jackson has gained a 'CWU Commerce Shirt' #29251.
[13:48:22]	Jonathan Jackson closed the 'Crate' #2726 container.
[13:48:25]	Jonathan Jackson ran 'Equip' on item 'CWU Commerce Shirt' (#29251)
[13:48:27]	Jonathan Jackson ran 'Equip' on item 'Gray Jeans' (#29252)
[13:49:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[13:49:31]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[13:49:31]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[13:49:40]	[OOC] Jonathan Jackson: opening time
[13:54:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[14:09:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[14:09:25]	matt saton loaded the character 'CCA.C17-GRID.i3.10945'
[14:09:28]	CCA.C17-GRID.i3.10945 entered observer.
[14:09:36]	matt saton loaded the character 'Andrew Cloverman'
[14:09:38]	Andrew Cloverman entered observer.
[14:09:58]	Andrew Cloverman used command '/TextRemove'.
[14:10:06]	Andrew Cloverman used command '/TextRemove'.
[14:10:11]	Andrew Cloverman used command '/CharSetThirst andrew 100'.
[14:10:43]	[OOC] Andrew Cloverman: hpowdy
[14:10:47]	[OOC] Andrew Cloverman: how about these new venidng machines gents
[14:12:23]	Andrew Cloverman ran 'View' on item 'Paper' (#29735)
[14:13:16]	[OOC] CCA.C17-UNION.i5.77460: they  look nice
[14:14:18]	CCA.C17-UNION.i5.77460 has gained 10 tokens.
[14:14:37]	Andrew Cloverman has spawned a 'Entity [2274][ix_vendingmachine]'.
[14:14:44]	Andrew Cloverman exited observer at their location.
[14:14:53]	Andrew Cloverman entered observer.
[14:16:18]	Andrew Cloverman has spawned 'models\props/cs_office/radio.mdl'.
[14:18:12]	[OOC] Jonathan Jackson: I saw those
[14:18:20]	[OOC] Jonathan Jackson: Very cool vending machines
[14:18:21]	[OOC] Andrew Cloverman: thank you thank you
[14:18:38]	[OOC] Jonathan Jackson: Q you know those NPCs I sent you?
[14:19:01]	[OOC] Jonathan Jackson: I took a video showing them off like in a level, so I'll send it to you
[14:19:55]	[OOC] Andrew Cloverman: i just got your DM. i'm listening to my lecture atm but i'll have a looka at it when i can
[14:20:23]	[OOC] Jonathan Jackson: NP, it took me a while to make it because gmod saves crash constantly
[14:20:34]	[OOC] CCA.C17-UNION.i5.77460: some @ me if we are doing stuffs
[14:20:37]	Nums (STEAM_0:1:196547442) has disconnected.
[14:21:08]	Andrew Cloverman used command '/PM jon not at all. do you have the cac whitelsit'.
[14:22:41]	Painevan created the character 'AWAITING ASSIGNMENT'
[14:22:44]	Painevan loaded the character 'AWAITING ASSIGNMENT'
[14:23:11]	Andrew Cloverman used command '/CharSetClass assignment cremator'.
[14:23:15]	CAC.C17-CRM.95127 has killed CAC.C17-CRM.95127.
[14:23:17]	Andrew Cloverman used command '/CharSetName crm'.
[14:23:21]	Andrew Cloverman used command '/CharSetName CAC.C17-CRM.95127 CAC.C17-CREMATOR.95127'.
[14:23:33]	Andrew Cloverman used command '/PM cremator did you spawn with your immolator?'.
[14:23:46]	Andrew Cloverman used command '/PM cremator right mouse to put it out'.
[14:24:10]	CAC.C17-CREMATOR.95127 used command '/PM Clover Does it burn objects?'.
[14:24:16]	Andrew Cloverman used command '/PM cremator :('.
[14:24:29]	CAC.C17-CREMATOR.95127 used command '/PM clover I want to kill trash :('.
[14:24:40]	Andrew Cloverman used command '/PM cremator let me see if i can do soemthing'.
[14:24:58]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:24:58]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:24:59]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:24:59]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:24:59]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:25:00]	CAC.C17-CREMATOR.95127 has taken 1 damage from CAC.C17-CREMATOR.95127.
[14:27:26]	Andrew Cloverman used command '/PM cremator i'm whipping something up quickly'.
[14:29:09]	CAC.C17-CREMATOR.95127 used command '/PM clover Okay'.
[14:30:07]	Andrew Cloverman used command '/ToggleRaise'.
[14:30:46]	Andrew Cloverman used command '/ToggleRaise'.
[14:30:56]	Andrew Cloverman used command '/ToggleRaise'.
[14:30:57]	Andrew Cloverman exited observer at their location.
[14:30:59]	Andrew Cloverman entered observer.
[14:31:04]	Andrew Cloverman used command '/PM cremator holy shit i'm the best'.
[14:31:34]	Andrew Cloverman used command '/PM cremator check that shit. it's labeled as a stunstick but it's a reskin of the gluon gun that doesn't take ammo and only does damage to items'.
[14:31:55]	CAC.C17-CREMATOR.95127 used command '/PM clover Do I need to be reset to get it?'.
[14:32:00]	Andrew Cloverman used command '/PM cremator it should rpobably be able to do damage to NPCs. hold on'.
[14:32:45]	CAC.C17-CREMATOR.95127 has killed CAC.C17-CREMATOR.95127.
[14:32:59]	[LOOC] Andrew Cloverman: it should be in your weapon select wheel
[14:33:15]	[LOOC] Andrew Cloverman: oh it has no printname
[14:33:17]	[LOOC] CAC.C17-CREMATOR.95127: I don't see it
[14:33:44]	Andrew Cloverman used command '/PM cremator try scrolling now'.
[14:33:57]	Andrew Cloverman used command '/PM cremator NICE. now i just need to fix the holdtype'.
[14:34:14]	CAC.C17-CREMATOR.95127 destroyed a 'Empty Sparkling Consulate Water Can' #28788.
[14:34:29]	Andrew Cloverman used command '/ToggleRaise'.
[14:34:30]	Andrew Cloverman exited observer at their location.
[14:34:30]	CAC.C17-CREMATOR.95127 used command '/PM clover It does create an error'.
[14:34:33]	[LOOC] Andrew Cloverman: one sec
[14:34:41]	CAC.C17-CREMATOR.95127 has killed CAC.C17-CREMATOR.95127.
[14:34:56]	[LOOC] Andrew Cloverman: try now
[14:35:03]	[LOOC] Andrew Cloverman: FCUK YES
[14:35:06]	[LOOC] CAC.C17-CREMATOR.95127: No error
[14:35:11]	[LOOC] CAC.C17-CREMATOR.95127: Woooooo
[14:35:31]	[LOOC] CAC.C17-CREMATOR.95127: I have been stripped
[14:35:45]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:46]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:47]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:48]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:48]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:49]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:50]	[LOOC] CAC.C17-CREMATOR.95127: I know
[14:35:50]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:51]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:52]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:52]	[LOOC] Andrew Cloverman: the only tihngs it doesn't do damage to is uhhh
[14:35:52]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:53]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:54]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:54]	[LOOC] Andrew Cloverman: players and the world
[14:35:55]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:55]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:56]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:57]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:58]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:58]	Andrew Cloverman ran 'drop' on item 'Nails' (#29467)
[14:35:58]	Andrew Cloverman has lost a 'Nails' #29467.
[14:35:58]	Marti Verdugo has taken 1 damage from worldspawn.
[14:35:59]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:00]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:01]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:01]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:02]	[LOOC] Andrew Cloverman: try it out on these nails
[14:36:02]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:03]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:04]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:04]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:05]	CAC.C17-CREMATOR.95127 destroyed a 'Nails' #29467.
[14:36:05]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:06]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:07]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:07]	[LOOC] Andrew Cloverman: FUCK YES
[14:36:07]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:08]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:09]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:10]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:10]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:11]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:12]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:13]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:13]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:14]	[LOOC] CAC.C17-CREMATOR.95127: Nice
[14:36:14]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:15]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:16]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:17]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:17]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:18]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:19]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:20]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:20]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:21]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:22]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:23]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:23]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:24]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:25]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:26]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:26]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:27]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:28]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:29]	[OOC] CAC.C17-CREMATOR.95127: Reset me rq so I get my items back
[14:36:29]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:29]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:30]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:31]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:32]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:32]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:33]	CAC.C17-CREMATOR.95127 has killed CAC.C17-CREMATOR.95127.
[14:36:33]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:34]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:35]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:35]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:36]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:37]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:38]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:38]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:39]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:40]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:41]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:42]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:42]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:43]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:44]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:45]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:45]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:46]	Andrew Cloverman entered observer.
[14:36:46]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:46]	Andrew Cloverman exited observer at their location.
[14:36:47]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:48]	Marti Verdugo has taken 1 damage from worldspawn.
[14:36:48]	Marti Verdugo has taken 1 damage from worldspawn.
