[10:46:01]	matt saton has connected.
[10:47:49]	matt saton loaded the character 'Ryan Marnett'
[10:47:51]	Ryan Marnett entered observer.
[10:47:59]	Ryan Marnett exited observer at their location.
[10:48:00]	Ryan Marnett entered observer.
[10:48:01]	Ryan Marnett exited observer at their location.
[10:48:01]	Ryan Marnett entered observer.
[10:48:04]	Ryan Marnett exited observer at their location.
[10:48:04]	Ryan Marnett entered observer.
[10:48:04]	Ryan Marnett exited observer at their location.
[10:48:06]	Ryan Marnett entered observer.
[10:48:06]	Ryan Marnett exited observer at their location.
[10:48:07]	Ryan Marnett entered observer.
[10:48:09]	Ryan Marnett exited observer at their location.
[10:48:10]	Ryan Marnett entered observer.
[10:48:13]	Ryan Marnett exited observer at their location.
[10:48:14]	Ryan Marnett entered observer.
[10:48:15]	Ryan Marnett exited observer at their location.
[10:48:16]	Ryan Marnett entered observer.
[10:48:18]	Ryan Marnett exited observer at their location.
[10:48:19]	Ryan Marnett entered observer.
[10:48:19]	Ryan Marnett exited observer at their location.
[10:48:20]	Ryan Marnett entered observer.
[10:48:21]	Ryan Marnett exited observer at their location.
[10:48:21]	Ryan Marnett entered observer.
[10:48:22]	Ryan Marnett exited observer at their location.
[10:48:23]	Ryan Marnett entered observer.
[10:48:57]	Ryan Marnett exited observer at their location.
[10:49:56]	Ryan Marnett entered observer.
[10:50:03]	Ryan Marnett exited observer at their location.
[10:50:07]	Ryan Marnett entered observer.
[10:50:10]	Ryan Marnett exited observer at their location.
[10:50:24]	Ryan Marnett entered observer.
[10:50:29]	Ryan Marnett exited observer at their location.
[10:50:42]	Ryan Marnett entered observer.
[10:50:51]	Ryan Marnett exited observer at their location.
[10:51:17]	Ryan Marnett entered observer.
[10:51:31]	Ryan Marnett exited observer at their location.
[10:51:42]	Ryan Marnett entered observer.
[10:51:52]	Ryan Marnett exited observer at their location.
[10:52:19]	Ryan Marnett entered observer.
[10:52:21]	Ryan Marnett exited observer at their location.
[10:52:22]	Ryan Marnett entered observer.
[10:52:23]	Ryan Marnett exited observer at their location.
[10:52:40]	Ryan Marnett entered observer.
[10:52:41]	Ryan Marnett exited observer at their location.
[10:52:43]	Ryan Marnett entered observer.
[10:53:03]	Ryan Marnett exited observer at their location.
[10:53:15]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[10:53:16]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:23]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:27]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:33]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:39]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:40]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:41]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:45]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:52]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:52]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:58]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:58]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:53:58]	CCA.C17-GRID.i3.69192 entered observer.
[10:53:59]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:54:28]	CCA.C17-GRID.i3.69192 entered observer.
[10:54:31]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:54:33]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinegatelittle.mdl'.
[10:54:34]	CCA.C17-GRID.i3.69192 entered observer.
[10:54:36]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:54:37]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinecheckpointlittle.mdl'.
[10:54:39]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinevehiculegate.mdl'.
[10:54:39]	CCA.C17-GRID.i3.69192 entered observer.
[10:54:45]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:54:47]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinewallv2.mdl'.
[10:54:49]	CCA.C17-GRID.i3.69192 entered observer.
[10:54:49]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:54:50]	CCA.C17-GRID.i3.69192 entered observer.
[10:54:53]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinebunkerroof1.mdl'.
[10:54:57]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/camerabase.mdl'.
[10:54:58]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/cbgate02a.mdl'.
[10:54:59]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/cbwallplate.mdl'.
[10:55:00]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:01]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:03]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:03]	CCA.C17-GRID.i3.69192 has spawned 'models/combineinteriorpack/cmbcheckpoint.mdl'.
[10:55:04]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:07]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:11]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:12]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:14]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/pillard01a.mdl'.
[10:55:15]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combineweaponrack01a.mdl'.
[10:55:16]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:19]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:35]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:38]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:39]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/combinehouse.mdl'.
[10:55:39]	CCA.C17-GRID.i3.69192 entered observer.
[10:55:41]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:55:42]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/cbgate01a.mdl'.
[10:55:46]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/camerabase.mdl'.
[10:55:47]	CCA.C17-GRID.i3.69192 has spawned 'models/combineinteriorpack/cmbarmory02a.mdl'.
[10:55:53]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combinelocker01a.mdl'.
[10:56:01]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortification/personalbarricade.mdl'.
[10:56:09]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/cbwallplate.mdl'.
[10:56:12]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combinelocker01a.mdl'.
[10:56:13]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/cbwallplate02b.mdl'.
[10:56:15]	CCA.C17-GRID.i3.69192 entered observer.
[10:56:17]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combinelocker01a.mdl'.
[10:56:20]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:56:36]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combinelocker01a.mdl'.
[10:56:40]	CCA.C17-GRID.i3.69192 has spawned 'models/combinefortifictaionpack/combinelocker01a.mdl'.
[10:56:52]	CCA.C17-GRID.i3.69192 entered observer.
[10:56:54]	CCA.C17-GRID.i3.69192 exited observer at their location.
[10:56:54]	CCA.C17-GRID.i3.69192 entered observer.
