[03:18:18]	matt saton has connected.
[03:20:38]	matt saton loaded the character 'Lee Maylor'
[03:20:49]	Lee Maylor entered observer.
[03:35:21]	Lee Maylor exited observer at their location.
[03:35:21]	Lee Maylor entered observer.
[03:35:23]	Lee Maylor exited observer at their location.
[03:35:37]	Lee Maylor has taken 2 damage from Lee Maylor.
[03:35:38]	Lee Maylor entered observer.
[03:35:52]	Lee Maylor exited observer at their location.
[03:35:53]	Lee Maylor entered observer.
[03:35:53]	Lee Maylor exited observer at their location.
[03:35:54]	Lee Maylor entered observer.
[03:35:54]	Lee Maylor exited observer at their location.
[03:35:55]	Lee Maylor entered observer.
[03:36:55]	Lee Maylor exited observer at their location.
[03:36:55]	Lee Maylor entered observer.
[03:36:59]	Lee Maylor exited observer at their location.
[03:37:00]	Lee Maylor entered observer.
[03:37:01]	Lee Maylor exited observer at their location.
[03:37:07]	Lee Maylor has taken 2 damage from Lee Maylor.
[03:37:08]	Lee Maylor entered observer.
[11:41:19]	Luke Starkiller has connected.
[11:44:36]	Luke Starkiller created the character 'John Hickson'
[11:44:36]	John Hickson has gained a 'Suitcase' #7900.
[11:44:36]	John Hickson has gained a 'Relocation Coupon' #7901.
[11:44:36]	John Hickson has gained a 'Cyclopic Citizen Suit' #7902.
[11:44:36]	John Hickson has gained a 'Citizen Filter' #7903.
[11:44:36]	Luke Starkiller loaded the character 'John Hickson'
[11:44:45]	John Hickson ran 'Equip' on item 'Cyclopic Citizen Suit' (#7902)
[11:44:46]	John Hickson ran 'equip' on item 'Citizen Filter' (#7903)
[11:47:25]	MilkyWay has connected.
[11:57:09]	Luke Starkiller (STEAM_0:1:62746535) has disconnected.
[12:16:03]	MilkyWay loaded the character 'Andrew Philip'
[12:28:02]	Andrew Philip entered observer.
[12:30:17]	Andrew Philip exited observer at their location.
[12:30:30]	MilkyWay loaded the character 'Hyo Jeong'
[12:33:27]	MilkyWay (STEAM_0:1:118336892) has disconnected.
[12:58:14]	MilkyWay has connected.
[13:00:43]	Banana Face has connected.
[13:01:52]	MilkyWay loaded the character 'Andrew Philip'
[13:02:47]	Banana Face created the character 'Joe Jones'
[13:02:47]	Joe Jones has gained a 'Suitcase' #7903.
[13:02:47]	Joe Jones has gained a 'Relocation Coupon' #7904.
[13:02:47]	Joe Jones has gained a 'Cyclopic Citizen Suit' #7905.
[13:02:47]	Joe Jones has gained a 'Citizen Filter' #7906.
[13:02:47]	Banana Face loaded the character 'Joe Jones'
[13:03:00]	[OOC] Joe Jones: why
[13:03:11]	Joe Jones ran 'Equip' on item 'Cyclopic Citizen Suit' (#7905)
[13:03:14]	Joe Jones ran 'equip' on item 'Citizen Filter' (#7906)
[13:03:36]	Banana Face (STEAM_0:1:95427441) has disconnected.
[13:13:52]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:53]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:53]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:54]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:55]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:56]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:57]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:57]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:58]	Andrew Philip has taken 1 damage from worldspawn.
[13:13:59]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:00]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:00]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:01]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:02]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:03]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:03]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:04]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:05]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:06]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:06]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:07]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:08]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:09]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:09]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:10]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:11]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:12]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:12]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:13]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:14]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:15]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:15]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:16]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:17]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:18]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:18]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:19]	Andrew Philip has taken 1 damage from worldspawn.
[13:14:20]	Andrew Philip has taken 1 damage from worldspawn.
