[12:00:40]	matt saton has connected.
[12:01:47]	matt saton loaded the character 'CCA.C08-GRID.i3.08313'
[12:03:41]	CCA.C08-GRID.i3.08313 entered observer.
[12:05:56]	CCA.C08-GRID.i3.08313 exited observer at their location.
[12:05:56]	CCA.C08-GRID.i3.08313 entered observer.
[12:06:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[12:09:44]	[ME] CCA.C08-GRID.i3.08313: takes out their datapad and types a couple things in.
[12:15:42]	CCA.C08-GRID.i3.08313 used command '/Discord'.
[12:16:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[12:44:19]	Dilly_ has connected.
[12:45:32]	Dilly_ loaded the character 'Crimson'
[12:45:37]	[OOC] Crimson: bird up
[12:50:59]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[13:01:32]	[OOC] CCA.C08-GRID.i3.08313: sup
[13:01:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[13:26:28]	CCA.C08-GRID.i3.08313 used command '/CharSetThirst grid 100'.
[13:26:30]	CCA.C08-GRID.i3.08313 used command '/CharSetHunger grid 100'.
[13:26:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[13:31:34]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:31:35]	CCA.C08-GRID.i3.08313 entered observer.
[13:31:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[13:46:10]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:11]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:11]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:13]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:13]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:13]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:17]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:17]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:17]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:18]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:18]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:19]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:19]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:19]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:19]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:20]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:22]	CCA.C08-GRID.i3.08313 exited observer at their location.
[13:46:22]	CCA.C08-GRID.i3.08313 entered observer.
[13:46:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[14:31:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[14:46:29]	CCA.C08-GRID.i3.08313 exited observer at their location.
[14:46:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[14:51:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[14:54:57]	CCA.C08-GRID.i3.08313 entered observer.
[15:21:22]	CCA.C08-GRID.i3.08313 exited observer at their location.
[15:21:22]	CCA.C08-GRID.i3.08313 entered observer.
[15:21:23]	CCA.C08-GRID.i3.08313 exited observer at their location.
[15:21:24]	CCA.C08-GRID.i3.08313 entered observer.
[15:21:25]	CCA.C08-GRID.i3.08313 exited observer at their location.
[15:21:25]	CCA.C08-GRID.i3.08313 entered observer.
[15:21:26]	CCA.C08-GRID.i3.08313 exited observer at their location.
[15:21:27]	CCA.C08-GRID.i3.08313 entered observer.
[15:21:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[15:51:47]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[15:55:35]	Beedle has connected.
[15:55:58]	Beedle loaded the character 'Kane Davis'
[15:57:13]	[OOC] CCA.C08-GRID.i3.08313: sup
[15:57:28]	[OOC] Kane Davis: Yoooo the google dock of the guide is what was updated?
[15:59:58]	[OOC] CCA.C08-GRID.i3.08313: sorry im' dealing with a sussy baka
[16:00:01]	[OOC] CCA.C08-GRID.i3.08313: i'm adding /viewdata etiquette atm
[16:00:02]	CCA.C08-GRID.i3.08313 exited observer at their location.
[16:00:17]	CCA.C08-GRID.i3.08313 entered observer.
[16:00:25]	[OOC] CCA.C08-GRID.i3.08313: it's not the best thing i've ever written but
[16:00:27]	[OOC] CCA.C08-GRID.i3.08313: it gets the job done
[16:05:57]	CCA.C08-GRID.i3.08313 used command '/ViewData kane'.
[16:06:06]	CCA.C08-GRID.i3.08313 exited observer at their location.
