[09:03:19]	matt saton has connected.
[09:04:37]	matt saton loaded the character 'CCA.C17-UNION.i1.51023'
[09:04:38]	CCA.C17-UNION.i1.51023 entered observer.
[09:04:49]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:04:52]	CCA.C17-UNION.i1.51023 has spawned a 'Entity [284][ix_airvent]'.
[09:06:13]	CCA.C17-UNION.i1.51023 entered observer.
[09:07:28]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:08:27]	CCA.C17-UNION.i1.51023 has spawned 'models/props_office/desk_01.mdl'.
[09:08:33]	CCA.C17-UNION.i1.51023 entered observer.
[09:08:34]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:08:45]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[09:08:58]	CCA.C17-UNION.i1.51023 entered observer.
[09:08:59]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:09:12]	CCA.C17-UNION.i1.51023 entered observer.
[09:09:12]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:09:37]	CCA.C17-UNION.i1.51023 has gained 10 tokens.
[09:11:15]	CCA.C17-UNION.i1.51023 has spawned 'models/props_c17/chair02a.mdl'.
[09:11:25]	CCA.C17-UNION.i1.51023 entered observer.
[09:11:26]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:11:43]	CCA.C17-UNION.i1.51023 entered observer.
[09:11:43]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:11:53]	CCA.C17-UNION.i1.51023 has spawned 'models/props_lab/desklamp01.mdl'.
[09:11:57]	CCA.C17-UNION.i1.51023 has spawned 'models/props_lab/desklamp01.mdl'.
[09:12:08]	CCA.C17-UNION.i1.51023 entered observer.
[09:12:08]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:12:09]	CCA.C17-UNION.i1.51023 entered observer.
[09:12:09]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:12:25]	CCA.C17-UNION.i1.51023 entered observer.
[09:12:26]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:12:26]	CCA.C17-UNION.i1.51023 entered observer.
[09:12:27]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:12:48]	CCA.C17-UNION.i1.51023 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[09:13:38]	CCA.C17-UNION.i1.51023 has spawned 'models/props_lab/partsbin01.mdl'.
[09:14:14]	CCA.C17-UNION.i1.51023 has spawned 'models\props/cs_office/radio.mdl'.
[09:14:16]	CCA.C17-UNION.i1.51023 has spawned 'models\props/cs_office/radio.mdl'.
[09:14:17]	CCA.C17-UNION.i1.51023 entered observer.
[09:14:29]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:14:37]	CCA.C17-UNION.i1.51023 has gained 10 tokens.
[09:15:15]	CCA.C17-UNION.i1.51023 has spawned 'models\props/cs_office/plant01.mdl'.
[09:15:30]	CCA.C17-UNION.i1.51023 has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[09:15:37]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[09:15:56]	CCA.C17-UNION.i1.51023 has spawned 'models/props/cs_office/sofa.mdl'.
[09:15:57]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/sofa01.mdl'.
[09:16:01]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/sofa01.mdl'.
[09:16:02]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/sofa02.mdl'.
[09:16:05]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:05]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:06]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:09]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:09]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:11]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:12]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:14]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:14]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:18]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:19]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:20]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:25]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:26]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:26]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:26]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:27]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:30]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:35]	CCA.C17-UNION.i1.51023 has spawned 'models/props_interiors/painting_portrait01.mdl'.
[09:16:39]	CCA.C17-UNION.i1.51023 has spawned 'models/props/cs_office/offpaintingj.mdl'.
[09:16:48]	CCA.C17-UNION.i1.51023 entered observer.
[09:16:48]	CCA.C17-UNION.i1.51023 exited observer at their location.
[09:16:58]	CCA.C17-UNION.i1.51023 has spawned 'models/props/cs_office/trash_can_p.mdl'.
[09:17:07]	CCA.C17-UNION.i1.51023 has spawned a 'Entity [286][ix_vendingmachine]'.
[09:17:26]	CCA.C17-UNION.i1.51023 has spawned a 'Entity [286][ix_vendingmachine]'.
[09:17:38]	CCA.C17-UNION.i1.51023 has spawned a 'Entity [286][ix_vendingmachine]'.
