[00:50:49]	matt saton has connected.
[00:54:56]	matt saton loaded the character 'Lee Maylor'
[00:55:00]	Lee Maylor entered observer.
[00:55:17]	Lee Maylor exited observer at their location.
[00:55:17]	Lee Maylor entered observer.
[00:55:18]	Lee Maylor exited observer at their location.
[00:55:20]	Lee Maylor has taken 7 damage from worldspawn.
[00:55:20]	Lee Maylor entered observer.
[00:55:21]	Lee Maylor exited observer at their location.
[01:00:56]	Lee Maylor has taken 1 damage from worldspawn.
[01:00:57]	Lee Maylor has taken 1 damage from worldspawn.
[01:00:58]	Lee Maylor has taken 1 damage from worldspawn.
[01:00:59]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:00]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:00]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:01]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:02]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:03]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:03]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:04]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:05]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:06]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:06]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:07]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:08]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:09]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:09]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:10]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:11]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:12]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:12]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:13]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:14]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:15]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:15]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:16]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:17]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:18]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:18]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:19]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:20]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:21]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:21]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:22]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:23]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:24]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:25]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:25]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:26]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:27]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:28]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:28]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:29]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:30]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:31]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:31]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:32]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:33]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:34]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:34]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:35]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:36]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:37]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:37]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:38]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:39]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:40]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:40]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:41]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:42]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:43]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:43]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:44]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:45]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:46]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:46]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:47]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:48]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:49]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:50]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:50]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:51]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:52]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:53]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:53]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:54]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:55]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:56]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:56]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:57]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:58]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:59]	Lee Maylor has taken 1 damage from worldspawn.
[01:01:59]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:00]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:01]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:02]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:02]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:03]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:04]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:05]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:05]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:06]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:07]	Lee Maylor has taken 1 damage from worldspawn.
[01:02:07]	worldspawn has killed Lee Maylor.
[01:58:29]	Lee Maylor entered observer.
[03:13:05]	matt saton (STEAM_0:1:53097688) has disconnected.
[13:22:52]	DRD has connected.
[13:27:56]	DRD (STEAM_0:0:193599766) has disconnected (timed out).
[13:28:19]	Kommandant Syntex has connected.
[13:29:09]	Kommandant Syntex loaded the character 'Gideon Pax'
[13:30:51]	Kommandant Syntex (STEAM_0:1:183837323) has disconnected.
[14:07:57]	DRD has connected.
[14:13:14]	DRD loaded the character 'CCA.C17-GRID.i1.59212'
[14:13:30]	CCA.C17-GRID.i1.59212 entered observer.
[14:14:38]	DRD (STEAM_0:0:193599766) has disconnected.
[14:26:33]	FB|| light ROOM has connected.
[14:38:27]	FB|| light ROOM loaded the character 'LCPL Mitchell 'Lazzy' Lazarus'
[14:39:13]	FB|| light ROOM loaded the character 'Owen 'Unknown' Clark'
[14:39:36]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[14:39:48]	DRD has connected.
[14:41:16]	FB|| light ROOM has connected.
[14:42:23]	FB|| light ROOM loaded the character 'LCPL Mitchell 'Lazzy' Lazarus'
[14:43:56]	FB|| light ROOM loaded the character 'Owen 'Unknown' Clark'
[14:44:06]	DRD loaded the character 'CCA.C17-GRID.i1.59212'
[14:44:13]	CCA.C17-GRID.i1.59212 entered observer.
[14:44:44]	Owen 'Unknown' Clark ran 'Equip' on item 'Axe' (#6675)
[14:45:27]	CCA.C17-GRID.i1.59212 has gained a 'Citizen ID' #9820.
[14:45:27]	CCA.C17-GRID.i1.59212 used command '/CreateCID fucky wucky uwu'.
[14:45:33]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'Citizen ID' (#9820)
[14:45:33]	CCA.C17-GRID.i1.59212 has lost a 'Citizen ID' #9820.
[14:45:58]	Owen 'Unknown' Clark ran 'take' on item 'Citizen ID' (#9820)
[14:45:58]	Owen 'Unknown' Clark has gained a 'Citizen ID' #9820.
[14:46:11]	Owen 'Unknown' Clark ran 'drop' on item 'Citizen ID' (#9820)
[14:46:11]	Owen 'Unknown' Clark has lost a 'Citizen ID' #9820.
[14:46:14]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:46:14]	CCA.C17-GRID.i1.59212 destroyed a 'Citizen ID' #9820.
[14:46:15]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:46:17]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'KIBA Arms Ammocase' (#60)
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a 'KIBA Arms Ammocase' #60.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a '9mm Pistol Magazine' #6853.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a '4.6x30 Rounds' #6845.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a 'Zip Tie' #6354.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a '9mm Pistol Magazine' #6850.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a '9mm Pistol Magazine' #6851.
[14:46:17]	CCA.C17-GRID.i1.59212 has lost a '9mm Pistol Magazine' #6852.
[14:46:18]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:46:19]	CCA.C17-GRID.i1.59212 destroyed a 'KIBA Arms Ammocase' #60.
[14:46:19]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:46:22]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'Paper' (#7332)
[14:46:22]	CCA.C17-GRID.i1.59212 has lost a 'Paper' #7332.
[14:46:22]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:46:23]	CCA.C17-GRID.i1.59212 destroyed a 'Paper' #7332.
[14:46:25]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'Sewer Map' (#7333)
[14:46:25]	CCA.C17-GRID.i1.59212 has lost a 'Sewer Map' #7333.
[14:46:25]	CCA.C17-GRID.i1.59212 destroyed a 'Sewer Map' #7333.
[14:46:29]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'A packet of posters' (#9739)
[14:46:29]	CCA.C17-GRID.i1.59212 has lost a 'A packet of posters' #9739.
[14:46:29]	CCA.C17-GRID.i1.59212 destroyed a 'A packet of posters' #9739.
[14:46:32]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'Notepad' (#7331)
[14:46:32]	CCA.C17-GRID.i1.59212 has lost a 'Notepad' #7331.
[14:46:32]	CCA.C17-GRID.i1.59212 destroyed a 'Notepad' #7331.
[14:46:35]	CCA.C17-GRID.i1.59212 used command '/ToggleRaise'.
[14:47:23]	CCA.C17-GRID.i1.59212 has spawned 'models/props_junk/cardboard_box002b.mdl'.
[14:47:57]	[ME] Owen 'Unknown' Clark: Checks to see if the crate is locked (fuck you DRD)
[14:48:00]	Owen 'Unknown' Clark rolled 22 out of 100.
[14:48:00]	Owen 'Unknown' Clark used command '/Roll'.
[14:48:04]	[IT] CCA.C17-GRID.i1.59212: cocked
[14:48:28]	[ME] Owen 'Unknown' Clark: "fuck it" slams his axe into the lock hoping it would break it.
[14:48:39]	[IT] CCA.C17-GRID.i1.59212: uncocked
[14:48:48]	Owen 'Unknown' Clark rolled 13 out of 100.
[14:48:48]	Owen 'Unknown' Clark used command '/Roll'.
[14:48:59]	[IT] CCA.C17-GRID.i1.59212: You fall off the edge opening the door
[14:49:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[14:49:20]	CCA.C17-GRID.i1.59212 used command '/adminspawnmenu'.
[14:49:37]	CCA.C17-GRID.i1.59212 has spawned "Biotic Grade Supplements"
[14:49:58]	CCA.C17-GRID.i1.59212 exited observer.
[14:50:07]	CCA.C17-GRID.i1.59212 entered observer.
[14:50:21]	[ME] Owen 'Unknown' Clark: Checks to see if it's locked (crungle)
[14:50:27]	[ME] Owen 'Unknown' Clark: Checks to see if it's locked (crungle)
[14:50:29]	Owen 'Unknown' Clark rolled 64 out of 100.
[14:50:29]	Owen 'Unknown' Clark used command '/Roll'.
[14:50:33]	Owen 'Unknown' Clark rolled 27 out of 100.
[14:50:33]	Owen 'Unknown' Clark used command '/Roll'.
[14:50:34]	[IT] CCA.C17-GRID.i1.59212: uncocked
[14:50:41]	CCA.C17-GRID.i1.59212 used command '/adminspawnmenu'.
[14:51:04]	CCA.C17-GRID.i1.59212 has spawned "Black Beanie"
[14:51:23]	CCA.C17-GRID.i1.59212 ran 'take' on item 'Black Beanie' (#9821)
[14:51:23]	CCA.C17-GRID.i1.59212 has gained a 'Black Beanie' #9821.
[14:51:35]	CCA.C17-GRID.i1.59212 used command '/PlySearch'.
[14:51:38]	Owen 'Unknown' Clark has gained a 'Black Beanie' #9821.
[14:52:37]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:53:25]	CCA.C17-GRID.i1.59212 entered observer.
[14:53:26]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:53:28]	CCA.C17-GRID.i1.59212 entered observer.
[14:53:30]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:54:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[14:54:10]	CCA.C17-GRID.i1.59212 entered observer.
[14:54:34]	CCA.C17-GRID.i1.59212 opened the '' #748 container.
[14:54:37]	CCA.C17-GRID.i1.59212 closed the '' #748 container.
[14:55:36]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:56:10]	CCA.C17-GRID.i1.59212 has taken 5 damage from npc_antlion.
[14:56:11]	CCA.C17-GRID.i1.59212 entered observer.
[14:56:13]	Owen 'Unknown' Clark has taken 5 damage from npc_antlion.
[14:56:14]	Owen 'Unknown' Clark has taken 5 damage from npc_antlion.
[14:56:58]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:58:13]	CCA.C17-GRID.i1.59212 entered observer.
[14:58:14]	CCA.C17-GRID.i1.59212 exited observer at their location.
[14:58:22]	Owen 'Unknown' Clark has taken 45 damage from worldspawn.
[14:58:22]	CCA.C17-GRID.i1.59212 entered observer.
[14:59:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[14:59:41]	Owen 'Unknown' Clark has spawned 'models/props_c17/canister_propane01a.mdl'.
[14:59:46]	Owen 'Unknown' Clark opened the '' #689 container.
[14:59:52]	Owen 'Unknown' Clark closed the '' #689 container.
[15:00:03]	CCA.C17-GRID.i1.59212 exited observer at their location.
[15:00:03]	CCA.C17-GRID.i1.59212 entered observer.
[15:00:24]	CCA.C17-GRID.i1.59212 exited observer at their location.
[15:00:27]	CCA.C17-GRID.i1.59212 entered observer.
[15:00:29]	CCA.C17-GRID.i1.59212 exited observer at their location.
[15:00:32]	CCA.C17-GRID.i1.59212 entered observer.
[15:00:34]	CCA.C17-GRID.i1.59212 exited observer at their location.
[15:00:50]	Owen 'Unknown' Clark has killed Owen 'Unknown' Clark.
[15:01:09]	Owen 'Unknown' Clark ran 'Equip' on item 'SPAS-12' (#9643)
[15:01:13]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3707][item_ammo_pistol_large]'.
[15:01:15]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3711][item_box_buckshot]'.
[15:01:16]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3713][item_box_buckshot]'.
[15:01:16]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3717][item_box_buckshot]'.
[15:01:16]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3718][item_box_buckshot]'.
[15:01:40]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3707][prop_physics]'.
[15:01:43]	CCA.C17-GRID.i1.59212 has spawned a 'Entity [3707][prop_physics]'.
