[00:36:24]	matt saton has connected.
[00:39:19]	matt saton loaded the character 'Lee Maylor'
[00:39:21]	Lee Maylor has taken 95 damage from worldspawn.
[00:39:22]	Lee Maylor entered observer.
[00:43:11]	Lee Maylor opened the '' #687 container.
[00:43:12]	Lee Maylor closed the '' #687 container.
[00:43:14]	Lee Maylor opened the '' #688 container.
[00:43:16]	Lee Maylor closed the '' #688 container.
[00:43:27]	Lee Maylor exited observer at their location.
[00:43:29]	Lee Maylor entered observer.
[00:43:29]	Lee Maylor exited observer at their location.
[00:43:30]	Lee Maylor entered observer.
[00:43:35]	Lee Maylor used command '/ToggleRaise'.
[00:43:41]	Lee Maylor exited observer at their location.
[00:43:54]	Lee Maylor has spawned a 'Entity [512][ix_vendor]'.
[00:44:02]	Lee Maylor has spawned a 'Entity [512][ix_station_poweroutlet]'.
[00:44:03]	Lee Maylor has spawned a 'Entity [542][ix_station_diecaster]'.
[00:44:05]	Lee Maylor has spawned a 'Entity [512][ix_station_forge]'.
[00:44:13]	Lee Maylor entered observer.
[00:44:15]	Lee Maylor exited observer at their location.
[00:44:15]	Lee Maylor entered observer.
[00:44:16]	Lee Maylor exited observer at their location.
[00:44:27]	Lee Maylor has spawned 'models/props_industrial/warehouse_shelf001.mdl'.
[00:44:47]	Lee Maylor entered observer.
[00:44:48]	Lee Maylor exited observer at their location.
[00:44:52]	Lee Maylor entered observer.
[00:44:54]	Lee Maylor exited observer at their location.
[00:44:55]	Lee Maylor has spawned 'models/props/industrial17/table.mdl'.
[00:44:58]	Lee Maylor has spawned 'models/props/industrial17/garbagechute.mdl'.
[00:44:59]	Lee Maylor entered observer.
[00:45:00]	Lee Maylor exited observer at their location.
[00:45:01]	Lee Maylor has spawned 'models/props/industrial17/skyboxplaza2.mdl'.
[00:45:02]	Lee Maylor has spawned 'models/props/industrial17/opensign.mdl'.
[00:45:05]	Lee Maylor has spawned 'models/props/industrial17/crematorfactorywheel.mdl'.
[00:45:07]	Lee Maylor has spawned 'models/props/industrial17/constructionsideb.mdl'.
[00:45:07]	Lee Maylor has taken 5 damage from prop_physics.
[00:45:08]	Lee Maylor has spawned 'models/props/apoc/doortower.mdl'.
[00:45:10]	Lee Maylor has spawned 'models/props/apoc/crematorfactory.mdl'.
[00:45:13]	Lee Maylor has spawned 'models/props/apoc/crematorfactory.mdl'.
[00:45:13]	Lee Maylor entered observer.
[00:45:16]	Lee Maylor exited observer at their location.
[00:45:16]	Lee Maylor has spawned 'models/props/apoc/crematorfactory2.mdl'.
[00:45:17]	Lee Maylor entered observer.
[00:45:19]	Lee Maylor exited observer at their location.
[00:45:21]	Lee Maylor has spawned 'models/props/industrial17/opensign.mdl'.
[00:45:23]	Lee Maylor has spawned 'models/props/industrial17/nexuselevatorplatform.mdl'.
[00:45:24]	Lee Maylor entered observer.
[00:45:27]	Lee Maylor exited observer at their location.
[00:45:28]	Lee Maylor has spawned 'models/props/industrial17/propagandascreen.mdl'.
[00:45:30]	Lee Maylor entered observer.
[00:45:30]	Lee Maylor exited observer at their location.
[00:45:32]	Lee Maylor has spawned 'models/props/industrial17/theatersign.mdl'.
[00:45:33]	Lee Maylor has spawned 'models/props/industrial17/wallprefabsmall_nodoor.mdl'.
[00:45:36]	Lee Maylor entered observer.
[00:45:39]	Lee Maylor exited observer at their location.
[00:45:42]	Lee Maylor has spawned 'models/props/industrial17/tracki.mdl'.
[00:45:42]	Lee Maylor has taken 500 damage from prop_physics.
[00:45:43]	Lee Maylor has taken 500 damage from prop_physics.
[00:45:43]	Lee Maylor entered observer.
[00:45:58]	Lee Maylor exited observer at their location.
[00:46:12]	Lee Maylor has spawned 'models/props_wasteland/interior_fence002d.mdl'.
[00:46:19]	Lee Maylor has spawned 'models/props_c17/fence01a.mdl'.
[00:46:23]	Lee Maylor has spawned 'models/props_c17/fence03a.mdl'.
