[20:05:36]	matt saton has connected.
[20:06:42]	matt saton loaded the character 'CCA.C14-RCT.93386'
[20:07:58]	CCA.C14-RCT.93386 entered observer.
[20:08:02]	CCA.C14-RCT.93386 exited observer at their location.
[20:08:04]	CCA.C14-RCT.93386 entered observer.
[20:08:05]	CCA.C14-RCT.93386 exited observer at their location.
[20:08:08]	CCA.C14-RCT.93386 entered observer.
[20:09:53]	CCA.C14-RCT.93386 exited observer at their location.
[20:11:42]	CCA.C14-RCT.93386 has gained 10 tokens.
[20:16:42]	CCA.C14-RCT.93386 has gained 10 tokens.
[20:21:42]	CCA.C14-RCT.93386 has gained 10 tokens.
[20:25:36]	matt saton loaded the character 'Ryan Marnett'
[20:25:37]	Ryan Marnett entered observer.
[20:30:06]	Ryan Marnett exited observer at their location.
[20:30:14]	Ryan Marnett entered observer.
[20:33:23]	Madeline Wuntch has connected.
[20:33:25]	Ryan Marnett exited observer at their location.
[20:34:58]	Doughnut has connected.
[20:36:08]	[OOC] Madeline Wuntch: e
[20:36:20]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[20:37:28]	Doughnut loaded the character 'CCA.C14-UNION.i5.22767'
[20:37:37]	[OOC] CCA.C14-UNION.i5.22767: to
[20:37:39]	[OOC] CCA.C14-UNION.i5.22767: yo*
[20:37:40]	CCA.C14-UNION.i5.22767 entered observer.
[20:41:34]	CCA.C14-UNION.i5.22767 opened the '' #1896 container.
[20:41:35]	CCA.C14-UNION.i5.22767 closed the '' #1896 container.
[20:41:37]	CCA.C14-UNION.i5.22767 opened the '' #1897 container.
[20:41:39]	CCA.C14-UNION.i5.22767 closed the '' #1897 container.
[20:42:21]	CCA.C14-UNION.i5.22767 ran 'unloadAmmo' on item 'USP Match' (#26731)
[20:42:21]	CCA.C14-UNION.i5.22767 has gained a '9mm Pistol Magazine' #27457.
[20:42:28]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[20:42:32]	CCA.C14-UNION.i5.22767 ran 'unloadAmmo' on item 'USP Match' (#26731)
[20:42:32]	CCA.C14-UNION.i5.22767 has gained a '9mm Pistol Magazine' #27458.
[20:42:40]	CCA.C14-UNION.i5.22767 ran 'unloadAmmo' on item 'USP Match' (#26731)
[20:42:40]	CCA.C14-UNION.i5.22767 has gained a '9mm Pistol Magazine' #27459.
[20:42:41]	CCA.C14-UNION.i5.22767 ran 'drop' on item '9mm Pistol Magazine' (#27459)
[20:42:41]	CCA.C14-UNION.i5.22767 has lost a '9mm Pistol Magazine' #27459.
[20:42:54]	CCA.C14-UNION.i5.22767 entered observer.
[20:45:17]	Ryan Marnett entered observer.
[20:45:17]	Ryan Marnett exited observer at their location.
[20:45:18]	Ryan Marnett entered observer.
[20:45:20]	Ryan Marnett exited observer at their location.
[20:45:23]	Ryan Marnett entered observer.
[20:45:23]	CCA.C14-UNION.i5.22767 exited observer at their location.
[20:45:24]	Ryan Marnett exited observer at their location.
[20:45:27]	CCA.C14-UNION.i5.22767 entered observer.
[20:45:34]	CCA.C14-UNION.i5.22767 exited observer at their location.
[20:45:38]	CCA.C14-UNION.i5.22767 entered observer.
[20:45:39]	CCA.C14-UNION.i5.22767 exited observer at their location.
[20:45:42]	CCA.C14-UNION.i5.22767 entered observer.
[20:45:42]	Ryan Marnett entered observer.
[20:45:43]	Ryan Marnett exited observer at their location.
[20:45:46]	Ryan Marnett entered observer.
[20:45:59]	Ryan Marnett exited observer at their location.
[20:46:01]	Ryan Marnett entered observer.
[20:46:02]	Ryan Marnett exited observer at their location.
[20:46:07]	Ryan Marnett entered observer.
[20:46:08]	Ryan Marnett exited observer at their location.
[20:47:28]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[20:47:33]	Ryan Marnett entered observer.
[20:47:33]	Ryan Marnett exited observer at their location.
[20:47:33]	Ryan Marnett entered observer.
[20:47:34]	Ryan Marnett exited observer at their location.
[20:47:37]	CCA.C14-UNION.i5.22767 exited observer at their location.
[20:47:42]	[OOC] CCA.C14-UNION.i5.22767: one moment
[20:48:08]	[LOOC] Ryan Marnett: so you know how you can't bring up the elevators if they're down
[20:48:19]	Ryan Marnett entered observer.
[20:48:19]	Ryan Marnett exited observer at their location.
[20:48:20]	Ryan Marnett entered observer.
[20:48:20]	Ryan Marnett exited observer at their location.
[20:48:22]	Ryan Marnett entered observer.
[20:48:22]	Ryan Marnett exited observer at their location.
[20:48:26]	[LOOC] Ryan Marnett: walk in the middle of that bridge
[20:48:37]	[LOOC] Ryan Marnett: walk on the center of there
[20:48:46]	[LOOC] Ryan Marnett: now you walk into something invis
[20:48:49]	[LOOC] Ryan Marnett: turn back around and hit e
[20:48:59]	[LOOC] Ryan Marnett: ther eturn button is fucking invisible
[20:49:07]	Madeline Wuntch has connected.
[20:50:07]	[LOOC] Ryan Marnett: can you please type what you just sid
[20:50:15]	[LOOC] CCA.C14-UNION.i5.22767: my headphones are broken 1 moment
[20:50:20]	[LOOC] Ryan Marnett: ah
[20:51:08]	[LOOC] CCA.C14-UNION.i5.22767: can you not hear me?
[20:51:17]	[LOOC] CCA.C14-UNION.i5.22767: oof
[20:52:04]	[LOOC] CCA.C14-UNION.i5.22767: i was born before the war
[20:52:12]	[LOOC] CCA.C14-UNION.i5.22767: yeah 
[20:52:15]	[LOOC] CCA.C14-UNION.i5.22767: toronto
[20:52:28]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[20:52:30]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i3.36307'
[20:52:33]	[OOC] CCA.C14-UNION.i5.22767: soory but im gonna have to reeducate you
[20:52:36]	CCA.C14-UNION.i5.22767 used command '/ToggleRaise'.
[20:52:37]	[OOC] CCA.C14-GRID.i3.36307: gmod brok
[20:52:40]	CCA.C14-UNION.i5.22767 used command '/ToggleRaise'.
[20:52:49]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[20:52:51]	[OOC] Ryan Marnett: yeah whta whappened
[20:52:52]	[OOC] Ryan Marnett: i saw y-u
[20:52:53]	Ryan Marnett used command '/DoorSetHidden true'.
[20:52:54]	[OOC] Ryan Marnett: oh okay
[20:52:57]	[LOOC] CCA.C14-UNION.i5.22767: actually funny enough city-07 is supposed to be like a massive warzone
[20:53:05]	[OOC] Ryan Marnett: really?
[20:53:11]	[LOOC] Ryan Marnett: did not kno-w
[20:53:13]	[LOOC] Ryan Marnett: wh's that
[20:53:31]	[LOOC] CCA.C14-UNION.i5.22767: i think it's due to like antlion and rebel infestations
[20:53:57]	[LOOC] CCA.C14-UNION.i5.22767: btw imma bully your recruit
[20:54:35]	[LOOC] CCA.C14-UNION.i5.22767: oh and imma need you on a high up char for a sec for some spoopy rp
[20:54:49]	matt saton loaded the character 'CCA.C14-GRID.OfC.29402'
[20:54:53]	CCA.C14-GRID.OfC.29402 entered observer.
[20:55:15]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[20:55:16]	CCA.C14-GRID.OfC.29402 entered observer.
[20:55:17]	CCA.C14-GRID.OfC.29402 exited observer at their location.
