[12:27:46]	matt saton has connected.
[12:28:30]	matt saton loaded the character 'Ryan Marnett'
[12:28:34]	Ryan Marnett entered observer.
[12:28:41]	Ryan Marnett used command '/ToggleRaise'.
[12:28:41]	Ryan Marnett used command '/ToggleRaise'.
[12:31:54]	DRD has connected.
[12:32:48]	FB|| light ROOM has connected.
[12:34:26]	FB|| light ROOM loaded the character 'CCA.C17-RCT.30405'
[12:34:29]	[OOC] CCA.C17-RCT.30405: Yo
[12:35:23]	DRD loaded the character 'CCA.C17-GRID.i1.36307'
[12:35:51]	CCA.C17-GRID.i1.36307 ran 'Equip' on item 'Shotgun' (#39912)
[12:35:52]	CCA.C17-GRID.i1.36307 ran 'Equip' on item '.9mm Pistol' (#39916)
[12:36:07]	[OOC] CCA.C17-GRID.i1.36307: q i require ammunition
[12:36:20]	FB|| light ROOM loaded the character 'Dustin Rory'
[12:36:20]	[OOC] CCA.C17-GRID.i1.36307: there was some fucking about last night :/
[12:36:22]	[OOC] Dustin Rory: no
[12:36:31]	Methfred has connected.
[12:36:31]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[12:36:33]	Ollie Garner has connected.
[12:36:40]	CCA.C17-GRID.i1.36307 has spawned 'models/foodnhouseholditems/toblerone.mdl'.
[12:36:54]	CCA.C17-GRID.i1.36307 has spawned 'models/foodnhouseholditems/toblerone.mdl'.
[12:36:55]	CCA.C17-GRID.i1.36307 has spawned 'models/foodnhouseholditems/toblerone.mdl'.
[12:37:00]	CCA.C17-GRID.i1.36307 has spawned 'models/foodnhouseholditems/toblerone.mdl'.
[12:37:09]	[LOOC] CCA.C17-GRID.i1.36307: containment breach
[12:37:32]	Methfred loaded the character 'Alfred Langenberg'
[12:37:36]	[OOC] Alfred Langenberg: gugaloo
[12:37:47]	[OOC] CCA.C17-QrM.98240: Gulungo
[12:37:59]	[OOC] Alfred Langenberg: maaaaattt announce the event on the discord
[12:38:08]	[OOC] CCA.C17-QrM.98240: Dumby!
[12:38:16]	Ollie Garner loaded the character 'Morgan Beck'
[12:38:25]	Alfred Langenberg ran 'drop' on item 'Red Loyalist Armband' (#39902)
[12:38:25]	Alfred Langenberg has lost a 'Red Loyalist Armband' #39902.
[12:38:25]	[OOC] Morgan Beck: yuh
[12:38:27]	Alfred Langenberg ran 'take' on item 'Red Loyalist Armband' (#39902)
[12:38:27]	Alfred Langenberg has gained a 'Red Loyalist Armband' #39902.
[12:38:28]	Alfred Langenberg ran 'Equip' on item 'Red Loyalist Armband' (#39902)
[12:38:34]	[OOC] CCA.C17-QrM.98240: Also somebody yell at Doughnut to get on while I afk momentarily
[12:38:37]	[OOC] CCA.C17-QrM.98240: hello Ollie
[12:39:06]	Morgan Beck entered observer.
[12:39:07]	Morgan Beck exited observer at their location.
[12:39:26]	Alfred Langenberg used the 'General Store Vendor' vendor.
[12:39:33]	[OOC] CCA.C17-QrM.98240: back
[12:39:52]	[OOC] Alfred Langenberg: I did as you requested
[12:40:00]	[OOC] CCA.C17-QrM.98240: Good job soldier
[12:40:10]	[OOC] Alfred Langenberg: I'm not a soldier I fucking own you
[12:40:24]	CCA.C17-GRID.i1.36307 has gained 10 tokens.
[12:40:34]	[OOC] CCA.C17-QrM.98240: I'm the only QrM, what are you gonna do? ban the only QrM?
[12:40:39]	[OOC] Alfred Langenberg: yea
[12:41:06]	[OOC] Morgan Beck: Know what? Fuck you. *Unarmors your CCAs*
[12:41:08]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[12:41:17]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:17]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #39948.
[12:41:17]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:17]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #39949.
[12:41:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:18]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #39950.
[12:41:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:18]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #39951.
[12:41:18]	Morgan Beck entered observer.
[12:41:19]	Morgan Beck exited observer at their location.
[12:41:22]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:22]	CCA.C17-QrM.98240 has gained a '12-Gauge Shells' #39952.
[12:41:22]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:22]	CCA.C17-QrM.98240 has gained a '12-Gauge Shells' #39953.
[12:41:23]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:23]	CCA.C17-QrM.98240 has gained a '12-Gauge Shells' #39954.
[12:41:23]	[OOC] Alfred Langenberg: Please don't make that joke I've seen it about a thousand times in the past three days
[12:41:23]	CCA.C17-QrM.98240 has gained 0 tokens.
[12:41:23]	CCA.C17-QrM.98240 has gained a '12-Gauge Shells' #39955.
[12:41:25]	[OOC] CCA.C17-GRID.i1.36307: unauthorities your cca
[12:41:27]	[OOC] Alfred Langenberg: I'm going fucking insane
[12:41:31]	CCA.C17-QrM.98240 has gained 10 tokens.
[12:41:31]	[OOC] CCA.C17-GRID.i1.36307: i love that joke
[12:41:31]	CCA.C17-QrM.98240 ran 'drop' on item 'Magazine Case' (#35327)
[12:41:31]	CCA.C17-QrM.98240 has lost a 'Magazine Case' #35327.
[12:41:31]	CCA.C17-QrM.98240 has lost a '12-Gauge Shells' #39953.
[12:41:31]	CCA.C17-QrM.98240 has lost a '12-Gauge Shells' #39954.
[12:41:31]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #37666.
